ant,yeast,source,publication
Atta sexdens,Papiliotrema laurentii (Cryptococcus laurentii),Fungus Garden,Carvalho (2010)
Atta sexdens,Papiliotrema laurentii (Cryptococcus laurentii),Waste deposit,Carvalho (2010)
Atta sexdens,Papiliotrema nemorosa (Cryptococcus nemorosus),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Papiliotrema nemorosa (Cryptococcus nemorosus),Fungus Garden,Carvalho (2010)
Atta sexdens,Papiliotrema nemorosa (Cryptococcus nemorosus),Waste deposit,Carvalho (2010)
Atta sexdens,Papiliotrema rajasthanensis (Cryptococcus rajasthanensis),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Papiliotrema rajasthanensis (Cryptococcus rajasthanensis),Fungus Garden,Carvalho (2010)
Atta sexdens,Papiliotrema rajasthanensis (Cryptococcus rajasthanensis),Waste deposit,Carvalho (2010)
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Fungus Garden,Carvalho (2010)
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Waste deposit,Carvalho (2010)
Atta sexdens,Pichia mexicana-similar (?),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Pichia mexicana-similar (?),Fungus Garden,Carvalho (2010)
Atta sexdens,Pichia mexicana-similar (?),Waste deposit,Carvalho (2010)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Fungus Garden,Carvalho (2010)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Waste deposit,Carvalho (2010)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Fungus Garden,Carvalho (2010)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Waste deposit,Carvalho (2010)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Fungus Garden,Carvalho (2010)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Waste deposit,Carvalho (2010)
Atta sexdens,Rhodotorula glutinis,Ant exoskeleton,Carvalho (2010)
Atta sexdens,Rhodotorula glutinis,Fungus Garden,Carvalho (2010)
Atta sexdens,Rhodotorula glutinis,Waste deposit,Carvalho (2010)
Atta sexdens,Rhodotorula mucilaginosa,Ant exoskeleton,Carvalho (2010)
Atta sexdens,Rhodotorula mucilaginosa,Fungus Garden,Carvalho (2010)
Atta sexdens,Rhodotorula mucilaginosa,Waste deposit,Carvalho (2010)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Fungus Garden,Carvalho (2010)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Waste deposit,Carvalho (2010)
Atta sexdens,Rhodotorula nothofagi (?),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Rhodotorula nothofagi (?),Fungus Garden,Carvalho (2010)
Atta sexdens,Rhodotorula nothofagi (?),Waste deposit,Carvalho (2010)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Fungus Garden,Carvalho (2010)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Waste deposit,Carvalho (2010)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Fungus Garden,Carvalho (2010)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Waste deposit,Carvalho (2010)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Ant exoskeleton,Carvalho (2010)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Fungus Garden,Carvalho (2010)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Waste deposit,Carvalho (2010)
Atta sexdens,Sporobolomyces roseus,Ant exoskeleton,Carvalho (2010)
Atta sexdens,Sporobolomyces roseus,Fungus Garden,Carvalho (2010)
Atta sexdens,Sporobolomyces roseus,Waste deposit,Carvalho (2010)
Atta sexdens,Sporobolomyces sp.,Ant exoskeleton,Carvalho (2010)
Atta sexdens,Sporobolomyces sp.,Fungus Garden,Carvalho (2010)
Atta sexdens,Sporobolomyces sp.,Waste deposit,Carvalho (2010)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Fungus Garden,Carvalho (2010)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Waste deposit,Carvalho (2010)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Fungus Garden,Carvalho (2010)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Waste deposit,Carvalho (2010)
Atta sexdens,Torulaspora delbrueckii-similar (?),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Torulaspora delbrueckii-similar (?),Fungus Garden,Carvalho (2010)
Atta sexdens,Torulaspora delbrueckii-similar (?),Waste deposit,Carvalho (2010)
Atta sexdens,Trichosporon beigelii,Ant exoskeleton,Carvalho (2010)
Atta sexdens,Trichosporon beigelii,Fungus Garden,Carvalho (2010)
Atta sexdens,Trichosporon beigelii,Waste deposit,Carvalho (2010)
Atta sexdens,Trichosporon sp.,Ant exoskeleton,Carvalho (2010)
Atta sexdens,Trichosporon sp.,Fungus Garden,Carvalho (2010)
Atta sexdens,Trichosporon sp.,Waste deposit,Carvalho (2010)
Atta sexdens,Vanrija humicola (Candida humicola),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Vanrija humicola (Candida humicola),Fungus Garden,Carvalho (2010)
Atta sexdens,Vanrija humicola (Candida humicola),Waste deposit,Carvalho (2010)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Fungus Garden,Carvalho (2010)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Waste deposit,Carvalho (2010)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Fungus Garden,Carvalho (2010)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Waste deposit,Carvalho (2010)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Ant exoskeleton,Carvalho (2010)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Fungus Garden,Carvalho (2010)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Waste deposit,Carvalho (2010)
Mycocepurus goeldii,Papiliotrema laurentii (Cryptococcus laurentii),Fungus Garden,Carvalho (2010)
Mycocepurus goeldii,Pichia kluyveri,Fungus Garden,Carvalho (2010)
Mycocepurus goeldii,Rhodotorula pacifica,Fungus Garden,Carvalho (2010)
Mycocepurus goeldii,Saccharomyces cerevisiae,Fungus Garden,Carvalho (2010)
Mycocepurus goeldii,Saitozyma cf. podzolica (Cryptococcus cf. podzolicus),Fungus Garden,Carvalho (2010)
Mycocepurus goeldii,Trichosporon coremiiforme,Fungus Garden,Carvalho (2010)
Mycocepurus goeldii,Yamadazyma riverae,Fungus Garden,Carvalho (2010)
Myrmicocrypta sp.,Apiotrichum loubieri (Trichosporon loubieri),Fungus Garden,Carvalho (2010)
Myrmicocrypta sp.,Apiotrichum loubieri (Trichosporon loubieri),Waste deposit,Carvalho (2010)
Myrmicocrypta sp.,Candida dubliniensis,Fungus Garden,Carvalho (2010)
Myrmicocrypta sp.,Candida dubliniensis,Waste deposit,Carvalho (2010)
Myrmicocrypta sp.,Candida railenensis,Fungus Garden,Carvalho (2010)
Myrmicocrypta sp.,Candida railenensis,Waste deposit,Carvalho (2010)
Myrmicocrypta sp.,Cutaneotrichosporon haglerorum (Cryptococcus haglerorum),Fungus Garden,Carvalho (2010)
Myrmicocrypta sp.,Cutaneotrichosporon haglerorum (Cryptococcus haglerorum),Waste deposit,Carvalho (2010)
Myrmicocrypta sp.,Haglerozyma chiarellii (Trichosporon chiarellii),Fungus Garden,Carvalho (2010)
Myrmicocrypta sp.,Haglerozyma chiarellii (Trichosporon chiarellii),Waste deposit,Carvalho (2010)
Myrmicocrypta sp.,Hanseniaspora uvarum,Fungus Garden,Carvalho (2010)
Myrmicocrypta sp.,Hanseniaspora uvarum,Waste deposit,Carvalho (2010)
Myrmicocrypta sp.,Meyerozyma caribbica (Pichia caribbica),Fungus Garden,Carvalho (2010)
Myrmicocrypta sp.,Meyerozyma caribbica (Pichia caribbica),Waste deposit,Carvalho (2010)
Myrmicocrypta sp.,Yarrowia lipolytica (Candida oleophila),Fungus Garden,Carvalho (2010)
Myrmicocrypta sp.,Yarrowia lipolytica (Candida oleophila),Waste deposit,Carvalho (2010)
Sericomyrmex sp.,Sporobolomyces sp.,Fungus Garden,Carvalho (2010)
Trachymyrmex sp.,Apiotrichum loubieri (Trichosporon loubieri),Fungus Garden,Carvalho (2010)
Trachymyrmex sp.,Candida gorgasii,Fungus Garden,Carvalho (2010)
Trachymyrmex sp.,Cryptococcus sp.,Fungus Garden,Carvalho (2010)
Trachymyrmex sp.,Haglerozyma chiarellii (Trichosporon chiarellii),Fungus Garden,Carvalho (2010)
Trachymyrmex sp.,Meyerozyma guilliermondii (Pichia guilliermondii),Fungus Garden,Carvalho (2010)
Trachymyrmex sp.,Papiliotrema laurentii (Cryptococcus laurentii),Fungus Garden,Carvalho (2010)
Trachymyrmex sp.,Rhodotorula sp.,Fungus Garden,Carvalho (2010)
Trachymyrmex sp.,Saitozyma cf. podzolica (Cryptococcus cf. podzolicus),Fungus Garden,Carvalho (2010)
Trachymyrmex sp.,Sporobolomyces sp.,Fungus Garden,Carvalho (2010)
Trachymyrmex sp.,"Vanrija humicola (Asterotremella humicola, Cryptococcus humicola)",Fungus Garden,Carvalho (2010)
Mycetophylax morschi,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Fungus Garden,Carvalho (2010)
Atta bisphaerica,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Fungus Garden,Carvalho (2010)
Atta bisphaerica,Debaryomyces nepalensis,Fungus Garden,Carvalho (2010)
Acromyrmex sp.,Apiotrichum montevideense (Trichosporon montevidense),Fungus Garden,Dayo-Owoyemi (2012)
Acromyrmex sp.,Apiotrichum montevideense (Trichosporon montevidense),Waste deposit,Dayo-Owoyemi (2012)
Acromyrmex sp.,Cutaneotrichosporon cutaneum (Trichosporum multisporum),Fungus Garden,Dayo-Owoyemi (2012)
Acromyrmex sp.,Cutaneotrichosporon cutaneum (Trichosporum multisporum),Waste deposit,Dayo-Owoyemi (2012)
Acromyrmex sp.,Candida jaroonii (Nom. inval.),Fungus Garden,Dayo-Owoyemi (2012)
Acromyrmex sp.,Candida jaroonii (Nom. inval.),Waste deposit,Dayo-Owoyemi (2012)
Acromyrmex sp.,Dipodascus geotrichum (Galactomyces candidus),Fungus Garden,Dayo-Owoyemi (2012)
Acromyrmex sp.,Dipodascus geotrichum (Galactomyces candidus),Waste deposit,Dayo-Owoyemi (2012)
Acromyrmex sp.,Exophiala dermatitidis,Fungus Garden,Dayo-Owoyemi (2012)
Acromyrmex sp.,Exophiala dermatitidis,Waste deposit,Dayo-Owoyemi (2012)
Acromyrmex sp.,Haglerozyma chiarellii (Trichosporon chiarelii),Fungus Garden,Dayo-Owoyemi (2012)
Acromyrmex sp.,Haglerozyma chiarellii (Trichosporon chiarelii),Waste deposit,Dayo-Owoyemi (2012)
Acromyrmex sp.,Meyerozyma caribbica,Fungus Garden,Dayo-Owoyemi (2012)
Acromyrmex sp.,Meyerozyma caribbica,Waste deposit,Dayo-Owoyemi (2012)
Acromyrmex sp.,Meyerozyma guilliermondii (Pichia guilliermondii),Fungus Garden,Dayo-Owoyemi (2012)
Acromyrmex sp.,Meyerozyma guilliermondii (Pichia guilliermondii),Waste deposit,Dayo-Owoyemi (2012)
Acromyrmex sp.,Rhynchogastrema complexa (Bandoniozyma complexa),Fungus Garden,Dayo-Owoyemi (2012)
Acromyrmex sp.,Rhynchogastrema complexa (Bandoniozyma complexa),Waste deposit,Dayo-Owoyemi (2012)
Acromyrmex sp.,Sporothrix schenckii,Fungus Garden,Dayo-Owoyemi (2012)
Acromyrmex sp.,Sporothrix schenckii,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,"Aureobasidium leucospermi
  Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)",Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,"Aureobasidium leucospermi
  Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)",Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,"Aureobasidium leucospermi
  Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)",Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Aureobasidium pullulans,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Aureobasidium pullulans,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Aureobasidium pullulans,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Candida albicans (Candida stellatoidea),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Candida albicans (Candida stellatoidea),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Candida albicans (Candida stellatoidea),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Candida colliculosa,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Candida colliculosa,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Candida colliculosa,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,"Candida colliculosa-like (?)
  Candida glaebosa",Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,"Candida colliculosa-like (?)
  Candida glaebosa",Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,"Candida colliculosa-like (?)
  Candida glaebosa",Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Candida javanica (?),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Candida javanica (?),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Candida javanica (?),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Candida maltosa,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Candida maltosa,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Candida maltosa,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Candida materiae,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Candida materiae,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Candida materiae,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,"Candida membranifaciens
  Candida metapsilosis",Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,"Candida membranifaciens
  Candida metapsilosis",Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,"Candida membranifaciens
  Candida metapsilosis",Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Candida parapsilosis,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Candida parapsilosis,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Candida parapsilosis,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Candida quercitrusa,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Candida quercitrusa,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Candida quercitrusa,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Candida saitoana (Torulopsis candida),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Candida saitoana (Torulopsis candida),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Candida saitoana (Torulopsis candida),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Candida sake,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Candida sake,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Candida sake,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Candida sp.,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Candida sp.,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Candida sp.,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Candida valida-like (?),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Candida valida-like (?),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Candida valida-like (?),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,"Candida vartiovaarai (?)
  Candida zeylanoides",Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,"Candida vartiovaarai (?)
  Candida zeylanoides",Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,"Candida vartiovaarai (?)
  Candida zeylanoides",Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Cryptococcus albidus var. albidus (?),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Cryptococcus albidus var. albidus (?),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Cryptococcus albidus var. albidus (?),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Cryptococcus sp.,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Cryptococcus sp.,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Cryptococcus sp.,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Cutaneotrichosporon haglerorum (Cryptococcus haglerorum),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Cutaneotrichosporon haglerorum (Cryptococcus haglerorum),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Cutaneotrichosporon haglerorum (Cryptococcus haglerorum),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Cyberlindnera jadinii (Candida utilis),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Cyberlindnera jadinii (Candida utilis),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Cyberlindnera jadinii (Candida utilis),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Debaryomyces delbrueckii (Torulaspora delbrueckii),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Debaryomyces delbrueckii (Torulaspora delbrueckii),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Debaryomyces delbrueckii (Torulaspora delbrueckii),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Debaryomyces hansenii (Candida famata),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Debaryomyces hansenii (Candida famata),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Debaryomyces hansenii (Candida famata),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Haglerozyma chiarellii (Trichosporon chiarellii),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Haglerozyma chiarellii (Trichosporon chiarellii),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Haglerozyma chiarellii (Trichosporon chiarellii),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella kunmingensis (Nom. inval.),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella kunmingensis (Nom. inval.),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella kunmingensis (Nom. inval.),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella luteola,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella luteola,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella luteola,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella pagnoccae (Nom. inval.),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella pagnoccae (Nom. inval.),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella pagnoccae (Nom. inval.),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella sinensis,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella sinensis,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella sinensis,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella sp.,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella sp.,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella sp.,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella zeae,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella zeae,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Hannaella zeae,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Hanseniaspora opuntiae,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Hanseniaspora opuntiae,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Hanseniaspora opuntiae,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,"Hanseniaspora uvarum (Kloeckera apiculata)
  Hyphopichia burtonii",Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,"Hanseniaspora uvarum (Kloeckera apiculata)
  Hyphopichia burtonii",Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,"Hanseniaspora uvarum (Kloeckera apiculata)
  Hyphopichia burtonii",Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Hyphopichia homilentoma (Candida homilentoma),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Hyphopichia homilentoma (Candida homilentoma),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Hyphopichia homilentoma (Candida homilentoma),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Kazachstania unispora,Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Kazachstania unispora,Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Kazachstania unispora,Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Kodamaea ohmeri (Pichia ohmeri),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Kodamaea ohmeri (Pichia ohmeri),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Kodamaea ohmeri (Pichia ohmeri),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Lachancea thermotolerans (Torulopsis dattila),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Lachancea thermotolerans (Torulopsis dattila),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Lachancea thermotolerans (Torulopsis dattila),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,"Langdonia jejuensis (Pseudozyma jejuensis)
  Meira nashicola",Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,"Langdonia jejuensis (Pseudozyma jejuensis)
  Meira nashicola",Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,"Langdonia jejuensis (Pseudozyma jejuensis)
  Meira nashicola",Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Meyerozyma caribbica (Pichia caribbica),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Meyerozyma caribbica (Pichia caribbica),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Meyerozyma caribbica (Pichia caribbica),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,"Meyerozyma guilliermondii (Candida guilliermondii, Pichia guilliermondii)",Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,"Meyerozyma guilliermondii (Candida guilliermondii, Pichia guilliermondii)",Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,"Meyerozyma guilliermondii (Candida guilliermondii, Pichia guilliermondii)",Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,"Moniliella sp.
  Papiliotrema aff. nemorosa (Cryptococcus aff. nemorosus)",Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,"Moniliella sp.
  Papiliotrema aff. nemorosa (Cryptococcus aff. nemorosus)",Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,"Moniliella sp.
  Papiliotrema aff. nemorosa (Cryptococcus aff. nemorosus)",Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Papiliotrema flavescens (Cryptococcus flavescens),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Papiliotrema flavescens (Cryptococcus flavescens),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Papiliotrema flavescens (Cryptococcus flavescens),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Papiliotrema laurentii (Cryptococcus laurentii),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Papiliotrema laurentii (Cryptococcus laurentii),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Papiliotrema laurentii (Cryptococcus laurentii),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Papiliotrema nemorosa (Cryptococcus nemorosus),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Papiliotrema nemorosa (Cryptococcus nemorosus),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Papiliotrema nemorosa (Cryptococcus nemorosus),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Papiliotrema rajasthanensis (Cryptococcus rajasthanensis),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Papiliotrema rajasthanensis (Cryptococcus rajasthanensis),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Papiliotrema rajasthanensis (Cryptococcus rajasthanensis),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Pichia mexicana-similar (?),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Pichia mexicana-similar (?),Fungus Garden,Dayo-Owoyemi (2012)
Atta sexdens,Pichia mexicana-similar (?),Waste deposit,Dayo-Owoyemi (2012)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Ant exoskeleton,Dayo-Owoyemi (2012)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Fungus Garden,Dayo-Owoyemi (2012)
